lang	byte_coef_nllb	char_coef_nllb	bytes_per_char_nllb	char_entropy_nllb	char_entropy_flores_20lines	char_entropy_flores_200lines	char_entropy_flores_2000lines	char_coef_flores_20lines	byte_coef_flores_20lines	bytes_per_char_flores_20lines	char_coef_flores_200lines	byte_coef_flores_200lines	bytes_per_char_flores_200lines	char_coef_flores_2000lines	byte_coef_flores_2000lines	bytes_per_char_flores_2000lines	iso	script_name	bytes_per_char_bible_whole	char_entropy_bible_whole	char_coef_bible_whole	byte_coef_bible_whole	bytes_per_char_bible_one	char_entropy_bible_one	char_coef_bible_one	byte_coef_bible_one	writing_type	bytes_per_char_udhr	char_entropy_udhr	family	n_phonemes	char_coef_udhr	byte_coef_udhr	char_entropy	bytes_per_char	char_coef	byte_coef	source
dso_orya																	dso	orya	2.6388829810713528	4.458641708139893	1.14061109	3.006134717	2.6366729404951497	4.466268083543461	1.110700158	2.925001807	abugida							4.458641708139893	2.6388829810713528	1.14061109	3.006134717	bible
dud_latn																	dud	latn	1.1711744064719924	4.335336927363015	1.280913225	1.498276611	1.1695062514505388	4.342682736815486	1.351116007	1.578222497	alphabet			Niger-Congo				4.335336927363015	1.1711744064719924	1.280913225	1.498276611	bible
due_latn																	due	latn	1.014517272693346	4.036106797421027	1.287790332	1.304834175	1.0144171570356346	4.0339914491737145	1.299432348	1.316568024	alphabet							4.036106797421027	1.014517272693346	1.287790332	1.304834175	bible
dum_latn																	dum	latn									alphabet	1.080931143261177	3.0270378717159185			0.855481109	0.924716173					
duo_latn																	duo	latn	1.012985809271536	4.124098370254731	1.407413086	1.423887454	1.013079701199451	4.124719328614858	1.400339305	1.416935024	alphabet			Austronesian	20.5			4.124098370254731	1.012985809271536	1.407413086	1.423887454	bible
dut_latn																	dut	latn									alphabet	1.0000775975789555	2.9430920648553176			1.199236925	1.199329983					
dwr_latn																	dwr	latn	1.0154287779026818	4.3709022939959965	1.140066414	1.156193001	1.0151132101680789	4.367034420465827	1.157656064	1.173726942	alphabet				29.0			4.3709022939959965	1.0154287779026818	1.140066414	1.156193001	bible
dwr_ethi																	dwr	ethi	2.5056854344215216	5.634681406784544	0.589705623	1.475749126	2.508169322922237	5.632819481100059	0.601357219	1.506476715	abugida				29.0			5.634681406784544	2.5056854344215216	0.589705623	1.475749126	bible
dww_latn																	dww	latn	1.0533170476356657	4.078917170028264	1.311570704	1.379753606	1.0514844375382586	4.075005876278623	1.366030939	1.434618504	alphabet							4.078917170028264	1.0533170476356657	1.311570704	1.379753606	bible
dyi_latn																	dyi	latn	1.0975832588906689	4.440756669068196	1.239948096	1.359226075	1.0974581944063702	4.438960120500124	1.26119223	1.382427343	alphabet			Niger-Congo				4.440756669068196	1.0975832588906689	1.239948096	1.359226075	bible
dyo_latn																	dyo	latn									alphabet	1.029640176028993	3.0438881732311964	Niger-Congo	29.0	0.718965196	0.740275451					
dyu_latn	1.1544585496865851	1.0942687994809988	1.0659339482853682	4.5473161857839575	4.512445332080276	4.485940533441507	4.469563680498855	0.9978830953435516	1.0620304474056816	1.0650925384463454	0.9978830953435516	1.0620304474056816	1.0650925384463454	0.9978830953435516	1.0620304474056816	1.0650925384463454	dyu	latn	1.0915571619084832	4.358122391174859	1.077698721	1.17488286	1.0905562840047625	4.360531793651521	1.06697649	1.162186905	alphabet			Mande	39.0			4.5473161857839575	1.0659339482853682	1.0942687994809988	1.1544585496865851	nllb
dzo_tibt	3.261842241300754	1.169973189697964	2.818794164615743	4.709956694949889	4.509925231183664	4.518930251355502	4.524292906848453	1.247099248096116	3.647901835284259	2.927329122701801	1.247099248096116	3.647901835284259	2.927329122701801	1.247099248096116	3.647901835284259	2.927329122701801	dzo	tibt									abugida			Sino-Tibetan	58.0			4.709956694949889	2.818794164615743	1.169973189697964	3.261842241300754	nllb
ebk_latn																	ebk	latn	1.0149273003856087	4.182230621	1.293811519	1.311464881	1.0150914624922092	4.178372520126535	1.328747628	1.347164781	alphabet							4.182230621	1.0149273003856087	1.293811519	1.311464881	bible
edo_latn																	edo	latn									alphabet	1.0001445400014457	2.810008546			1.287641913	1.287828029					
ekk_latn																	ekk	latn	1.050367152256434	4.386003139	0.94714354	0.993591004	1.0482960308337277	4.386365968052449	0.951275207	0.996008769	alphabet				40.0			4.386003139	1.050367152256434	0.94714354	0.993591004	bible
eko_latn																	eko	latn	1.014371054	4.285407941997632	1.050078154	1.063822541	1.014277560147936	4.283976804622748	1.028310231	1.041727231	alphabet			Niger-Congo				4.285407941997632	1.014371054	1.050078154	1.063822541	bible
ell_grek	1.967262374776928	1.1078537319754285	1.7951510287091126	4.987052142520679	4.906857336590518	4.938806801365191	4.809783840657259	1.189744546325446	2.1633706450094583	1.8216437837449648	1.189744546325446	2.1633706450094583	1.8216437837449648	1.189744546325446	2.1633706450094583	1.8216437837449648	ell	grek									alphabet			Indo-European	36.25			4.987052142520679	1.7951510287091126	1.1078537319754285	1.967262374776928	nllb
emi_latn																	emi	latn	1.0130517724963304	3.982331570890924	1.311225132	1.326659962	1.0130606923856889	3.963880472	1.332196958	1.347959815	alphabet			Austronesian				3.982331570890924	1.0130517724963304	1.311225132	1.326659962	bible
eml_latn																	eml	latn									alphabet	1.0545361440641805	3.1240108570730234			1.090359203	1.14982319					
emp_latn																	emp	latn	1.1939363892306896	4.500056822755836	1.149408294	1.370585815	1.192330391578254	4.504593335775215	1.17163027	1.395276375	alphabet			Choco	32.0			4.500056822755836	1.1939363892306896	1.149408294	1.370585815	bible
ena_latn																	ena	latn	1.1667046905833185	3.988657999882306	1.946054188	2.267600741	1.166897260697502	3.969121900054694	2.080468273	2.424748842	alphabet							3.988657999882306	1.1667046905833185	1.946054188	2.267600741	bible
eng_latn	1.0	1.0	1.0034312611396732	4.546233626355003	4.571011976794162	4.524865349312358	4.457205147878758	1.0	1.0	1.0008826814769682	1.0	1.0	1.0008826814769682	1.0	1.0	1.0008826814769682	eng	latn	1.0012655707541016	4.319786205184458	1.0	1.0	1.0012140996365742	4.321990369369573	1.0	1.0	alphabet	1.0	2.9829236902299807	Indo-European	123.33333333333331	1.0	1.0	4.546233626355003	1.0034312611396732	1.0	1.0	nllb
enq_latn																	enq	latn	1.0115642519158563	4.079817820624027	1.423883815	1.438529405	1.0115305093152471	4.079544706917006	1.442744348	1.457610241	alphabet			Trans-New Guinea				4.079817820624027	1.0115642519158563	1.423883815	1.438529405	bible
epo_latn	0.9954937917041212	0.9852427927220998	1.0182475265699011	4.523492628045051	4.548588225396474	4.523102655462021	4.455654935221289	0.9956655462684368	1.0136807753989807	1.0189260615077422	0.9956655462684368	1.0136807753989807	1.0189260615077422	0.9956655462684368	1.0136807753989807	1.0189260615077422	epo	latn	1.018727643084261	4.3454863152616285	0.921280584	0.937347718	1.019751482876564	4.356880054317919	0.92854501	0.945736932	alphabet			other				4.523492628045051	1.0182475265699011	0.9852427927220998	0.9954937917041212	nllb
eri_latn																	eri	latn	1.0121573852470331	4.199119703744762	1.475456395	1.49150648	1.012032239809682	4.190067958045092	1.463440324	1.479252829	alphabet							4.199119703744762	1.0121573852470331	1.475456395	1.49150648	bible
ese_latn																	ese	latn	1.0563920247427865	4.087478739494356	1.930530922	2.03681973	1.0582639310634792	4.100297709805537	1.893215515	2.001092168	alphabet			Tacanan	43.0			4.087478739494356	1.0563920247427865	1.930530922	2.03681973	bible
esg_latn																	esg	latn									alphabet	1.0	2.751385839689587			1.578354737	1.578354737					
esk_latn																	esk	latn	1.0948491563827385	4.358132068816509	1.10396904	1.207151837	1.0934536268495127	4.33552143	1.11399672	1.216626647	alphabet							4.358132068816509	1.0948491563827385	1.10396904	1.207151837	bible
est_latn	0.9677856418807884	0.948143249	1.0311825386289022	4.508133783785227	4.587249310691673	4.557493548	4.463487768175521	0.9743328071289904	1.003671593	1.0310446858942746	0.9743328071289904	1.003671593	1.0310446858942746	0.9743328071289904	1.003671593	1.0310446858942746	est	latn									alphabet	1.0327209578649117	3.013967997891084	Uralic		1.018146287	1.051461009	4.508133783785227	1.0311825386289022	0.948143249	0.9677856418807884	nllb
eus_latn					4.415150021267325	4.386136282221183	4.287291134515873	1.0572731838320797	1.059583722893931	1.0030519716618371	1.0572731838320797	1.059583722893931	1.0030519716618371	1.0572731838320797	1.059583722893931	1.0030519716618371	eus	latn									alphabet			Basque	64.5			4.287291134515873	1.0030519716618371	1.0572731838320797	1.059583722893931	flores
ewe_latn	1.0782577439512633	0.99403446	1.0962219661706716	4.761540907486204	4.692673578100751	4.652124830387768	4.622048263003507	0.9519177136554556	1.0449451409136563	1.098757102985764	0.9519177136554556	1.0449451409136563	1.098757102985764	0.9519177136554556	1.0449451409136563	1.098757102985764	ewe	latn	1.109415315329403	4.547473517656815	1.024455496	1.135110055	1.107705130579737	4.541807229008363	1.041842215	1.15265453	alphabet	1.1110213968510294	3.2247344839485343	Niger-Congo	42.333333333333336	1.152521869	1.280476456	4.761540907486204	1.0962219661706716	0.99403446	1.0782577439512633	nllb
faa_latn																	faa	latn	1.0250596258321754	4.037940489620064	1.636989452	1.675890837	1.0240759990490795	4.029427207051147	1.724897887	1.76428451	alphabet			Trans-New Guinea	21.0			4.037940489620064	1.0250596258321754	1.636989452	1.675890837	bible
fae_latn																	fae	latn									alphabet	1.0770012190166598	3.1479112624122325			0.91606179	0.986599665					
fai_latn																	fai	latn	1.024377005321831	4.089465207654079	1.425124211	1.458019245	1.023571953	4.079916952669334	1.478668832	1.511688604	alphabet				20.0			4.089465207654079	1.024377005321831	1.425124211	1.458019245	bible
fal_latn																	fal	latn									alphabet	1.0	2.8237402963374896			1.24911595	1.24911595					
fao_latn	1.1556443586858938	1.0757941620822338	1.072593600226963	4.6495993378068405	4.774447150848856	4.713199585985979	4.640657587606821	1.0129336559449515	1.0905289210509606	1.077274331936578	1.0129336559449515	1.0905289210509606	1.077274331936578	1.0129336559449515	1.0905289210509606	1.077274331936578	fao	latn									alphabet			Indo-European	36.0			4.6495993378068405	1.072593600226963	1.0757941620822338	1.1556443586858938	nllb
far_latn																	far	latn	1.0118741304057788	3.931656718100978	1.440883199	1.456149574	1.0121263858335796	3.9463665285639498	1.469317853	1.485332027	alphabet							3.931656718100978	1.0118741304057788	1.440883199	1.456149574	bible
ffm_latn																	ffm	latn	1.0549578875883032	4.430338596725471	0.913250045	0.962222578	1.0576136966151846	4.437977182077192	0.940195542	0.993157891	alphabet			Niger-Congo	37.0			4.430338596725471	1.0549578875883032	0.913250045	0.962222578	bible
fij_latn	1.210673555897163	1.213893248185287	1.0006057106054411	4.2142368673753285	4.162592270835413	4.112702559231573	4.031934632485899	1.1590875853638063	1.1591701874467413	1.000916623890885	1.1590875853638063	1.1591701874467413	1.000916623890885	1.1590875853638063	1.1591701874467413	1.000916623890885	fij	latn									alphabet			Austronesian	30.0			4.2142368673753285	1.0006057106054411	1.213893248185287	1.210673555897163	nllb
fin_latn	1.0588643901040704	1.0148760833525732	1.0484485838721809	4.461479916886471	4.450172272470167	4.430906594207738	4.360604740444148	1.058691939528354	1.1000635579723912	1.0398171247705816	1.058691939528354	1.1000635579723912	1.0398171247705816	1.058691939528354	1.1000635579723912	1.0398171247705816	fin	latn									alphabet	1.0415485543046894	2.968580201315889	Uralic	30.0	1.148985669	1.196724363	4.461479916886471	1.0484485838721809	1.0148760833525732	1.0588643901040704	nllb
fji_latn																	fji	latn									alphabet	1.0058329650905875	2.8005413403368955			1.052949935	1.059091755					
flr_latn																	flr	latn	1.0362339569388028	4.478554242927019	1.200049433	1.241960184	1.0372745062680746	4.475357572191044	1.203864214	1.247223405	alphabet				35.5			4.478554242927019	1.0362339569388028	1.200049433	1.241960184	bible
foa_latn																	foa	latn									alphabet	1.1562407934793284	3.0498346445823223			0.947608412	1.095663503					
fon_latn	1.5411912488252535	1.1776652341474374	1.3046007479654802	5.432546193989961	4.750248221093117	4.796328291407479	4.838615202587982	1.008422677807255	1.2408050100282917	1.2342249212295062	1.008422677807255	1.2408050100282917	1.2342249212295062	1.008422677807255	1.2408050100282917	1.2342249212295062	fon	latn									alphabet			Niger-Congo	42.0			5.432546193989961	1.3046007479654802	1.1776652341474374	1.5411912488252535	nllb
for_latn																	for	latn	1.0003183562800249	4.017587581360547	1.279581286	1.27837078	1.0003412470140889	4.012459995	1.319460972	1.318310674	alphabet			Trans-New Guinea				4.017587581360547	1.0003183562800249	1.279581286	1.27837078	bible
fra_latn	1.1739790347939143	1.1391304362514183	1.0318329348762347	4.5652432894844095	4.520993526632517	4.5410564326070455	4.464672982634123	1.1868489401232127	1.2328980931973792	1.0394297309612557	1.1868489401232127	1.2328980931973792	1.0394297309612557	1.1868489401232127	1.2328980931973792	1.0394297309612557	fra	latn	1.045626585982569	4.454169231401587	1.012797598	1.057669539	1.0451664401100118	4.4598736434089306	1.017367253	1.062028702	alphabet			Indo-European	36.75			4.5652432894844095	1.0318329348762347	1.1391304362514183	1.1739790347939143	nllb
frd_latn																	frd	latn	1.0395891567492348	4.130681201415093	1.325528599	1.3762634	1.0379302655822742	4.118515848664951	1.370228026	1.420476538	alphabet			Austronesian				4.130681201415093	1.0395891567492348	1.325528599	1.3762634	bible
fri_latn																	fri	latn									alphabet	1.015359477124183	3.0430220869961704			1.139028476	1.156523358					
frl_latn																	frl	latn									alphabet	1.0418933623503808	3.038126864339496			1.026242323	1.069235064					
frn_latn																	frn	latn									alphabet	1.0302273295028728	2.975763895528886			1.117532105	1.151312116					
fuf_latn																	fuf	latn	1.056652780159131	4.414735385	0.987726481	1.042364746	1.0592931474895484	4.42385041	0.978926125	1.035712278	alphabet			Niger-Congo	38.0			4.414735385	1.056652780159131	0.987726481	1.042364746	bible
fuh_latn																	fuh	latn	1.0580826409784811	4.508528883813466	0.974285799	1.029571895	1.0595902559679755	4.507200663335795	0.988212781	1.045830891	alphabet			Niger-Congo	32.0			4.508528883813466	1.0580826409784811	0.974285799	1.029571895	bible
fum_latn																	fum	latn									alphabet	1.0372596153846154	2.985303074762423			0.929089894	0.963707426					
fur_latn	1.0672691667245908	1.0247381921176522	1.0382252841761188	4.545834704594463	4.527912588090289	4.499067740188664	4.422169896637122	1.093900547900172	1.1306158835810147	1.0341772016704107	1.093900547900172	1.1306158835810147	1.0341772016704107	1.093900547900172	1.1306158835810147	1.0341772016704107	fur	latn									alphabet			Indo-European	39.0			4.545834704594463	1.0382252841761188	1.0247381921176522	1.0672691667245908	nllb
fuv_arab																	fuv	arab	1.8539254816508808	4.644384662649975	1.060767993	1.964099106	1.8558513234465928	4.653712396609636	1.070779597	1.984797989	abjad			Niger-Congo	95.0			4.644384662649975	1.8539254816508808	1.060767993	1.964099106	bible
fuv_latn	1.110831498113359	1.0819923874009587	1.0370631738428633	4.554548446806107	4.536412356076692	4.543477408725187	4.467201051355497	0.927902879	0.9491289600909856	1.024094571821645	0.927902879	0.9491289600909856	1.024094571821645	0.927902879	0.9491289600909856	1.024094571821645	fuv	latn									alphabet			Niger-Congo	95.0			4.554548446806107	1.0370631738428633	1.0819923874009587	1.110831498113359	nllb
gaa_latn																	gaa	latn									alphabet	1.1603985542639446	2.9926286568423417	Niger-Congo	42.0	0.952633538	1.10543458					
gag_latn																	gag	latn									alphabet	1.106228786349876	3.1525314065254983	Altaic	46.0	1.014423972	1.122184999					
gah_latn																	gah	latn	1.0629764828283583	4.215503865827462	1.409985422	1.496886928	1.0632772475215135	4.202278205178804	1.523904094	1.618367691	alphabet			Trans-New Guinea				4.215503865827462	1.0629764828283583	1.409985422	1.496886928	bible
gai_latn																	gai	latn	1.055262765852313	4.111171146019419	1.551550839	1.635224338	1.055552938590293	4.093676290224669	1.536205898	1.619580318	alphabet							4.111171146019419	1.055262765852313	1.551550839	1.635224338	bible
gam_latn																	gam	latn	1.0003435318548597	4.177274740371591	1.185807757	1.184715778	1.0003732437548325	4.187826854519599	1.206348696	1.20533556	alphabet							4.177274740371591	1.0003435318548597	1.185807757	1.184715778	bible
gaq_orya																	gaq	orya	2.685724801707797	4.663723022365276	1.243577743	3.335686041	2.6853841694417104	4.679216221898938	1.192760428	3.199135903	abugida				39.0			4.663723022365276	2.685724801707797	1.243577743	3.335686041	bible
gaw_latn																	gaw	latn	1.1036095469625504	4.240468793869317	1.32169527	1.456791845	1.105743023813426	4.241572972096713	1.324566623	1.462854252	alphabet							4.240468793869317	1.1036095469625504	1.32169527	1.456791845	bible
gax_latn																	gax	latn									alphabet	1.0	2.953762037543024	Afro-Asiatic	36.0	1.003257026	1.003257026					
gaz_latn	1.332217666352576	1.3233983059164067	1.0029673930130545	4.514722215332772	4.382335996764836	4.391062709368924	4.3249448215820125	1.1825515548538272	1.199903312497456	1.0157629567226214	1.1825515548538272	1.199903312497456	1.0157629567226214	1.1825515548538272	1.199903312497456	1.0157629567226214	gaz	latn	1.022398347	4.311034052769915	1.094091638	1.117183607	1.0221151370240942	4.308117551522415	1.092890683	1.115705532	alphabet			Afro-Asiatic				4.514722215332772	1.0029673930130545	1.3233983059164067	1.332217666352576	nllb
gde_latn																	gde	latn	1.1594985480289255	4.3471750015484245	1.20577082	1.39632237	1.1599575146043548	4.344737884625799	1.211205094	1.403242774	alphabet			Afro-Asiatic	36.0			4.3471750015484245	1.1594985480289255	1.20577082	1.39632237	bible
gdg_latn																	gdg	latn	1.0250848678513682	4.219280646560512	1.194598095	1.223016617	1.0251242716528952	4.215004309658736	1.221215386	1.250379448	alphabet							4.219280646560512	1.0250848678513682	1.194598095	1.223016617	bible
gdn_latn																	gdn	latn	1.0101393464095298	4.046274288922563	1.808390757	1.824417728	1.009269441600411	4.039802918798236	1.908299296	1.923652659	alphabet							4.046274288922563	1.0101393464095298	1.808390757	1.824417728	bible
gdr_latn																	gdr	latn	1.0895768836961717	4.354909940637405	1.517657344	1.651514251	1.089335669	4.3427998588228185	1.58367639	1.723063209	alphabet							4.354909940637405	1.0895768836961717	1.517657344	1.651514251	bible
geb_latn																	geb	latn	1.0641021224309342	4.319643199491561	1.594330792	1.694386414	1.0651846029133607	4.3214485378758285	1.636582189	1.741148222	alphabet			Lower Sepik-Ramu				4.319643199491561	1.0641021224309342	1.594330792	1.694386414	bible
gej_latn																	gej	latn									alphabet	1.0004148516905207	2.762242338		84.0	1.345896147	1.346454495					
ger_latn																	ger	latn									alphabet	1.0143235635038914	3.1011238858420302			1.123953099	1.140052112					
gfk_latn																	gfk	latn	1.0120482130844335	3.9941653343490575	1.357380703	1.371998354	1.012015404	3.9962934174587312	1.409280224	1.42448383	alphabet			Austronesian				3.9941653343490575	1.0120482130844335	1.357380703	1.371998354	bible
ghs_latn																	ghs	latn	1.000375248602199	4.058312092834669	1.219753889	1.218669288	1.0004606774448588	4.045224737478283	1.291552761	1.290580857	alphabet			Trans-New Guinea				4.058312092834669	1.000375248602199	1.219753889	1.218669288	bible
gkp_latn																	gkp	latn									alphabet	1.1651715039577837	3.0211526039261964		37.0	0.705378746	0.821887214					
gla_latn	0.9936126744047278	0.960247053	1.0377734187331509	4.611863772865581	4.392585157003071	4.367841584411469	4.291114395276103	1.231437617238475	1.2789922851895783	1.0398214302627715	1.231437617238475	1.2789922851895783	1.0398214302627715	1.231437617238475	1.2789922851895783	1.0398214302627715	gla	latn									alphabet			Indo-European	82.0			4.611863772865581	1.0377734187331509	0.960247053	0.9936126744047278	nllb
gle_latn	1.9758756564605164	1.839002812	1.080925351214078	4.660663153213676	4.535299269116633	4.502841187107519	4.419067326422642	1.1528621073166472	1.225809727828494	1.0639987584848116	1.1528621073166472	1.225809727828494	1.0639987584848116	1.1528621073166472	1.225809727828494	1.0639987584848116	gle	latn									alphabet			Indo-European	72.0			4.660663153213676	1.080925351214078	1.839002812	1.9758756564605164	nllb
glg_latn	1.059078607269843	1.0299086799986303	1.025376306954019	4.499911412808363	4.442049458524621	4.482810024555756	4.399462485087399	1.1024567156579936	1.1294174789374274	1.0250927794318936	1.1024567156579936	1.1294174789374274	1.0250927794318936	1.1024567156579936	1.1294174789374274	1.0250927794318936	glg	latn									alphabet			Indo-European	29.0			4.499911412808363	1.025376306954019	1.0299086799986303	1.059078607269843	nllb
gln_latn																	gln	latn									alphabet	1.0288080345344022	2.9632893689822186			1.056300019	1.086729946					
gls_latn																	gls	latn									alphabet	1.0216594999203694	2.9542521210192314			1.168620882	1.193932626					
gmv_ethi																	gmv	ethi	2.488003576573444	5.578826293270612	0.552850738	1.373756028	2.489655578624965	5.613017100568806	0.546031261	1.357781293	abugida			Afro-Asiatic	36.0			5.578826293270612	2.488003576573444	0.552850738	1.373756028	bible
gmv_latn																	gmv	latn	1.0179204769847203	4.386158078904253	0.954986417	0.970871523	1.0179068298595109	4.402465608726266	0.942028752	0.957734716	alphabet			Afro-Asiatic	36.0			4.386158078904253	1.0179204769847203	0.954986417	0.970871523	bible
gng_latn																	gng	latn	1.1293747073220295	4.521277069123934	1.036065334	1.168627003	1.130096833088105	4.524173586580759	1.043731708	1.178087582	alphabet				39.0			4.521277069123934	1.1293747073220295	1.036065334	1.168627003	bible
gnn_latn																	gnn	latn	1.0832613716063324	4.275668159839825	2.652849136	2.870096684	1.0829456947342493	4.279873653353016	2.839923777	3.071753813	alphabet			Pama-Nyungan	31.0			4.275668159839825	1.0832613716063324	2.652849136	2.870096684	bible
gnw_latn																	gnw	latn	1.0816715317253034	4.477933633043413	1.191696208	1.287394574	1.0816491042523828	4.4631462581632855	1.246791882	1.346955984	alphabet							4.477933633043413	1.0816715317253034	1.191696208	1.287394574	bible
gof_ethi																	gof	ethi	2.4889733104469576	5.628452357912366	0.5439803	1.352241092	2.491632075333324	5.649880384024496	0.548170006	1.364181717	abugida							5.628452357912366	2.4889733104469576	0.5439803	1.352241092	bible
gof_latn																	gof	latn	1.017639589390613	4.4144676427098375	0.964225313	0.9799936	1.0171115391292127	4.416168915806993	0.972654617	0.988098584	alphabet							4.4144676427098375	1.017639589390613	0.964225313	0.9799936	bible
gqr_latn																	gqr	latn	1.2304088914253817	4.469959515031542	1.098741981	1.350193138	1.2295717843421023	4.4720906362663255	1.094482681	1.344113136	alphabet							4.469959515031542	1.2304088914253817	1.098741981	1.350193138	bible
grc_grek																	grc	grek	1.9658540430715088	5.204987845082858	0.899981005	1.76699504	1.965807179870055	5.207182889739845	0.904616795	1.776145772	alphabet							5.204987845082858	1.9658540430715088	0.899981005	1.76699504	bible
gri_latn																	gri	latn	1.0117315603360308	3.970438882236353	1.426401225	1.441311056	1.010653073	3.967790244384924	1.511007301	1.525252363	alphabet							3.970438882236353	1.0117315603360308	1.426401225	1.441311056	bible
grk_grek																	grk	grek									alphabet	1.8166892484259185	3.2616115797381453			1.167597245	2.121161362					
grn_latn	0.992314188	0.9236817820222264	1.0723378421036265	4.911475141227188	4.632399634334573	4.776546134514999	4.766878280643027	1.0043437327057234	1.0806052853028916	1.0766731266899536	1.0043437327057234	1.0806052853028916	1.0766731266899536	1.0043437327057234	1.0806052853028916	1.0766731266899536	grn	latn									alphabet			Tupian				4.911475141227188	1.0723378421036265	0.9236817820222264	0.992314188	nllb
gua_latn																	gua	latn									alphabet	1.029843503578794	2.9512731652396367			0.767076121	0.78996836					
gub_latn																	gub	latn	1.030234985510829	4.215566033378661	1.66636534	1.714577953	1.0292705353494074	4.206156201068257	1.731386486	1.779904114	alphabet			Tupian	21.5			4.215566033378661	1.030234985510829	1.66636534	1.714577953	bible
guc_latn																	guc	latn	1.0861152849458853	4.255618337481206	1.681483533	1.823976595	1.0859569361427153	4.248898943502342	1.741991767	1.88943408	alphabet	1.075541225241824	3.1079536719193763	Arawakan	30.666666666666668	1.010143309	1.086450772	4.255618337481206	1.0861152849458853	1.681483533	1.823976595	bible
guh_latn																	guh	latn	1.037092303980504	4.251095414688304	2.257563101	2.338341981	1.0356138675579252	4.237247174724583	2.424950954	2.508267549	alphabet			Guahiban	32.0			4.251095414688304	1.037092303980504	2.257563101	2.338341981	bible
gui_latn																	gui	latn	1.060784478542609	4.3497160789196245	1.197957694	1.269168705	1.0592725119703443	4.329501747268709	1.249348728	1.321795973	alphabet			Tupian	48.0			4.3497160789196245	1.060784478542609	1.197957694	1.269168705	bible
guj_gujr	2.162862919235561	0.8668037135683059	2.5654454090311742	5.081140727876901	4.965630009574489	5.003510588065134	4.970588316752346	0.95441409	2.494478606658343	2.6175028905499373	0.95441409	2.494478606658343	2.6175028905499373	0.95441409	2.494478606658343	2.6175028905499373	guj	gujr	2.564692827770046	4.857931233352353	1.086900999	2.784043793	2.569263087897473	4.856972964457265	1.064033705	2.730467464	abugida			Indo-European	59.0			5.081140727876901	2.5654454090311742	0.8668037135683059	2.162862919235561	nllb
gul_latn																	gul	latn	1.014463240724682	4.283047654069184	1.1744016	1.189881374	1.0141125876933337	4.275995313	1.181624481	1.196847169	alphabet							4.283047654069184	1.014463240724682	1.1744016	1.189881374	bible
gum_latn																	gum	latn	1.0767592583112349	4.486654359386365	1.341125099	1.442243606	1.0755416174821026	4.481667881627178	1.36909433	1.470732315	alphabet			Barbacoan	24.5			4.486654359386365	1.0767592583112349	1.341125099	1.442243606	bible
gun_latn																	gun	latn	1.0476946094210455	4.419264078088178	1.060051676	1.109206647	1.0483311240523674	4.418053490640834	1.079680314	1.13048995	alphabet	1.069734397	3.235325960788204		26.0	0.851386562	0.910757491	4.419264078088178	1.0476946094210455	1.060051676	1.109206647	bible
guo_latn																	guo	latn	1.0537836459580507	4.581020929825075	1.651494312	1.738117986	1.0519688484831555	4.573312546079045	1.727245682	1.814805297	alphabet			Guahiban	22.0			4.581020929825075	1.0537836459580507	1.651494312	1.738117986	bible
gup_latn																	gup	latn	1.010068749278913	4.302476032329951	1.686058354	1.700882266	1.0101279675905035	4.3081432854719575	1.67508764	1.690001044	alphabet			Gunwinyguan	93.5			4.302476032329951	1.010068749278913	1.686058354	1.700882266	bible
gux_latn																	gux	latn	1.0074562200388535	4.028912492371889	0.982490268	0.988564833	1.0025235127297198	4.002841937274814	1.003650339	1.004962939	alphabet			Niger-Congo	33.0			4.028912492371889	1.0074562200388535	0.982490268	0.988564833	bible
gvc_latn																	gvc	latn	1.0929207250409978	4.3960423353206615	1.473682765	1.608582661	1.092119826062326	4.392122238558633	1.532845013	1.67202043	alphabet			Tucanoan	26.0			4.3960423353206615	1.0929207250409978	1.473682765	1.608582661	bible
gvf_latn																	gvf	latn	1.0160340167673745	4.128592094683921	1.329398545	1.34900688	1.0156919644217932	4.130779343414609	1.318890104	1.337961662	alphabet			Trans-New Guinea	23.0			4.128592094683921	1.0160340167673745	1.329398545	1.34900688	bible
gvn_latn																	gvn	latn	1.012970814481784	4.216486048671532	1.447680207	1.464604238	1.0124120152551093	4.224414240969534	1.515831538	1.532785108	alphabet			Pama-Nyungan	32.0			4.216486048671532	1.012970814481784	1.447680207	1.464604238	bible
gvr_deva																	gvr	deva	2.650028244799989	4.965511330567358	1.041180253	2.755669585	2.6555833557873667	4.957218909942613	1.044407101	2.77014688	abugida				49.0			4.965511330567358	2.650028244799989	1.041180253	2.755669585	bible
gvs_latn																	gvs	latn	1.021017242059172	4.223101887788215	1.334875056	1.361207744	1.0209575736922816	4.232732457999557	1.36848326	1.39546911	alphabet			Austronesian				4.223101887788215	1.021017242059172	1.334875056	1.361207744	bible
gwi_latn																	gwi	latn	1.0893429061237507	4.5166635346768365	1.377673318	1.49886174	1.0860674676524953	4.498839060278888	1.53114849	1.660914048	alphabet			Na-Dene				4.5166635346768365	1.0893429061237507	1.377673318	1.49886174	bible
gwr_latn																	gwr	latn	1.0274980649509848	4.31075375	1.235906508	1.268286439	1.0278725276701803	4.306225317978324	1.251672402	1.284999558	alphabet							4.31075375	1.0274980649509848	1.235906508	1.268286439	bible
